oa11cd,x,y
E00041415,425238.654,562493.939
E00041722,428607.871,560244.51
E00041672,427165.29,559932.254
E00041493,416549.78,558314.527
E00041723,428135.592,559743.217
E00041413,425192.538,562731.022
E00041492,415655.704,558598.315
E00041720,428115.636,560798.063
E00041670,426609.272,559914.786
E00041410,425318.999,563234.07
E00041721,428864.947,560599.085
E00041671,426737.195,560043.02
E00041411,425280.137,563132.775
E00041490,415795.766,558720.853
E00041868,425329.978,561871.414
E00041958,420309.744,560016.85
E00041869,425538.288,561701.422
E00041959,420081.471,559912.832
E00041728,428638.591,560376.816
E00041678,426718.763,559472.734
E00041418,427716.13,554573.931
E00041499,414862.482,558704.131
E00041729,428135.092,560608.042
E00041679,427572.456,559503.497
E00041419,428038.508,554518.953
E00041498,412038.679,558545.555
E00166218,427900.751,556666.049
E00166214,429522.797,562234.919
E00166179,426803.864,562317.549
E00166200,424958.438,562885.244
E00166209,425152.133,562049.161
E00166183,425096.314,562143.805
E00166213,425276.345,562339.849
E00166169,427446.139,559996.784
E00170016,427943.865,556218.468
E00166203,425877.566,563815.537
E00041967,421377.39,559158.387
E00041964,421074.043,559008.674
E00041965,420324.671,558987.093
E00041962,420559.101,559986.783
E00041963,420351.054,559827.26
E00041426,427604.39,554065.377
E00041516,426368.157,558956.567
E00041597,426932.111,561542.196
E00041776,425928.796,560344.141
E00041960,420738.244,559987.791
E00042016,428834.341,560125.931
E00041427,427409.885,554041.284
E00041517,426235.666,559003.605
E00041596,425944.436,561757.983
E00041777,426550.644,560335.807
E00041961,419756.028,559894.786
E00042017,428832.661,559983.763
E00041514,425871.629,559186.749
E00041595,426317.75,561545.326
E00041774,426281.158,560388.229
E00042014,429353.576,560417.064
E00041425,427904.725,554265.551
E00041515,426373.627,559213.251
E00041594,426106.227,561501.53
E00041775,425379.524,560284.758
E00041422,427300.347,555344.546
E00041772,426496.476,560568.163
E00041512,425724.802,559316.645
E00041593,426179.171,561658.612
E00042012,429303.484,560772.36
E00041423,427380.286,554358.392
E00041513,425995.161,559322.853
E00041592,425972.986,561629.444
E00041773,425881.142,560557.603
E00042013,429216.306,560487.592
E00041420,427544.33,554395.656
E00041770,426342.655,560666.734
E00041510,425815.572,558988.523
E00041591,427118.159,561774.817
E00042010,429729.265,561285.674
E00041421,428125.599,554311.485
E00041771,425897.55,560709.363
E00041511,426505.814,558702.488
E00041590,426371.428,561724.251
E00042011,429584.749,560668.963
E00041968,420504.64,559123.339
E00041969,420818.912,559095.758
E00041836,414737.192,564041.458
E00041518,425757.36,558912.988
E00041599,422492.936,562212.072
E00041778,426142.157,560344.837
E00041837,416286.692,563890.26
E00042018,428753.355,559823.384
E00041429,427289.048,556134.851
E00041519,425965.932,558912.062
E00041598,427126.076,561553.75
E00042019,430488.178,561618.568
E00041835,416157.399,563948.445
E00041832,414181.192,563957.204
E00041833,415660.286,564019.532
E00041606,423134.997,561105.135
E00041687,426761.791,560724.343
E00041830,415879.934,564166.705
E00041607,422927.596,560829.519
E00041686,427072.938,558733.353
E00041831,415183.648,564163.594
E00041604,422826.163,561469.251
E00041685,427187.832,558830.182
E00041605,422988.356,561207.068
E00041684,427621.568,559027.122
E00041602,423177.821,561655.134
E00041683,427937.67,559246.067
E00041603,422606.479,561545.572
E00041682,427574.259,559353.32
E00041681,427477.998,559148.574
E00041601,422997.864,562317.791
E00041680,427781.867,559347.52
E00041838,415215.077,563906.377
E00166222,423703.527,562445.125
E00166221,423931.051,562666.795
E00166182,425627.465,562260.762
E00166195,424899.655,562619.784
E00166205,425370.074,563533.859
E00041608,423006.924,562078.758
E00166172,426647.81,562863.627
E00041688,426716.82,560573.532
E00166224,423903.853,562547.47
E00166193,425090.043,563232.959
E00170030,429929.479,561943.556
E00170012,422938.092,562628.42
E00041526,426414.326,558514.108
E00041476,413952.893,558283.163
E00042026,430663.283,561281.087
E00041527,426004.194,558432.388
E00042027,430036.523,561295.978
E00041524,425577.439,558742.913
E00041474,411466.693,558302.675
E00041525,426711.289,558707.283
E00041475,411675.035,557973.976
E00042025,430166.611,561542.113
E00041522,426080.343,558674.767
E00041472,418270.404,562866.462
E00042022,429941.966,561656.722
E00041523,426801.809,558791.444
E00041473,415142.838,558660.096
E00042023,430727.665,561566.074
E00041520,425858.424,558571.509
E00041470,418393.085,563137.927
E00042020,429697.711,561952.872
E00042009,430128.928,561709.743
E00041825,414510.029,564087.944
E00041915,420298.629,562036.974
E00041994,417004.62,561648.502
E00041822,417229.453,564101.985
E00041912,421268.059,561008.822
E00041993,417782.698,561697.141
E00041913,420843.525,560680.742
E00041992,417552.87,561691.858
E00041636,427771.097,562488.101
E00041820,415099.684,564554.974
E00041910,420494.934,562146.006
E00041991,417401.376,561831.986
E00041637,427490.687,561981.174
E00041821,415257.071,564599.668
E00041911,420964.074,561019.08
E00041990,417111.124,561865.216
E00041634,427873.154,561542.024
E00041635,427891.334,561285.819
E00041632,423154.921,562219.452
E00041633,428123.407,561501.23
E00041630,422827.907,562269.982
E00041631,423135.211,562361.879
E00041828,416007.601,564348.031
E00041918,421384.387,561555.195
E00041999,418315.897,560923.869
E00041829,415406.01,564094.11
E00041919,421146.257,561580.216
E00041998,418424.232,561057.352
E00170010,423120.831,562594.329
E00170021,429256.425,562263.144
E00170024,429777.91,561835.726
E00166216,426585.369,559421.554
E00170023,429631.926,562035.183
E00041638,428208.325,561802.747
E00170015,427278.097,556962.448
E00041639,427436.222,561480.231
E00166219,424200.473,562632.093
E00166208,425327.893,562212.435
E00166190,424741.464,562487.416
E00041376,425862.486,562992.891
E00041374,425788.462,562963.054
E00041375,425975.573,563093.531
E00041372,426595.331,561958.564
E00041370,425931.349,563010.141
E00041371,426202.855,561984.965
E00041378,426158.786,562875.995
E00041556,413315.185,559982.231
E00041466,418426.664,561993.759
E00041557,414017.633,560091.2
E00041467,418166.778,563258.054
E00041554,413657.438,562046.535
E00041464,418299.34,562493.726
E00041555,413423.058,561838.825
E00041465,418610.285,562223.601
E00041552,414058.961,562152.214
E00041462,418597.964,562444.913
E00041553,413746.635,562037.707
E00041463,418464.685,562366.033
E00041550,413327.922,562043.121
E00041460,419498.123,562403.396
E00041551,414714.133,562328.286
E00041461,418072.183,562487.608
E00041876,424568.503,561457.846
E00041926,421513.375,561327.975
E00041558,413791.249,559854.993
E00041468,418333.738,563307.26
E00041877,423794.796,561226.16
E00041927,420930.632,561491.359
E00041559,414125.055,559478.642
E00041469,418642.926,563039.247
E00041874,424695.672,561676.035
E00041924,420473.157,561452.299
E00041875,425150.308,561632.774
E00041925,420662.355,561172.707
E00041872,424848.662,561693.115
E00041922,420117.55,561397.56
E00041873,425411.316,561639.731
E00041923,421416.491,561402.765
E00041646,427436.92,562655.513
E00041736,427535.833,560369.216
E00041870,425279.208,561756.026
E00041920,420409.643,561562.868
E00041647,427365.481,562410.271
E00041737,428563.319,560092.784
E00041871,425241.206,561659.81
E00041921,420618.389,561583.081
E00041644,428203.819,561365.203
E00041734,427983.789,560453.851
E00041645,426936.688,562601.826
E00041735,428235.9,560316.36
E00041642,427267.693,561434.385
E00041732,428369.534,560336.63
E00041643,427971.933,561574.197
E00041733,427855.082,560427.202
E00041640,427518.338,561361.445
E00041730,428549.186,560930.76
E00041641,427734.482,561359.051
E00041731,427311.307,560563.918
E00041521,426577.681,558829.218
E00041471,417495.087,562891.736
E00042021,430162.455,561812.487
E00041846,425210.222,561338.01
E00041936,421294.854,560825.457
E00041528,426734.05,558519.475
E00041478,415828.804,557938.131
E00041847,424972.004,561195.662
E00041937,421337.788,560668.158
E00042028,430186.776,561178.315
E00041529,426141.249,558517.347
E00041479,411907.882,557867.114
E00041844,414242.029,563451.909
E00041934,420303.951,560834.439
E00042029,430419.529,561274.271
E00041845,424970.311,561508.73
E00041935,421194.301,560618.802
E00041842,415731.561,563865.781
E00041932,420464.867,560951.885
E00041843,416055.374,563524.941
E00041933,420129.889,560994.7
E00041656,427633.117,561609.578
E00041706,426408.85,558205.497
E00041787,429707.734,561570.696
E00041840,414710.309,563096.801
E00041930,420075.363,561193.36
E00041657,427869.35,561868.808
E00041707,427901.124,558174.108
E00041786,429239.356,562377.563
E00041841,416076.086,563727.67
E00041931,419887.147,561004.332
E00041654,427472.729,561795.322
E00041704,426902.042,557025.746
E00041655,427631.376,561641.181
E00041705,424794.168,556718.436
E00041784,428629.295,561346.204
E00041652,428329.532,562022.768
E00041702,427409.992,556214.64
E00041783,426025.717,560067.017
E00041653,428398.562,561875.577
E00041703,427185.525,558258.093
E00041782,425982.245,560171.365
E00041650,427337.664,561850.77
E00041700,427107.612,556355.514
E00041781,425640.127,560087.267
E00041651,427615.874,562218.09
E00041701,427600.409,556213.516
E00041780,425638.403,560286.177
E00041848,425677.26,562148.903
E00041938,420932.077,560356.567
E00041849,425511.644,562108.489
E00041658,427833.431,561737.123
E00041708,423854.909,557926.262
E00041789,429137.058,561698.409
E00041659,428338.376,561619.633
E00041709,427142.893,557097.614
E00041788,429399.257,561626.287
E00165672,423327.054,562140.514
E00041397,424995.283,562452.314
E00041577,427010.5,561300.789
E00041395,425427.408,562407.585
E00041574,426581.088,561669.973
E00041394,425058.078,562792.397
E00041575,426552.551,561372.827
E00041393,424864.286,562055.268
E00041572,426339.531,561847.909
E00041573,426160.728,561819.717
E00041570,413960.782,563383.673
E00041390,427045.579,562177.131
E00041571,426063.246,561851.851
E00041946,419445.851,557812.502
E00041399,424799.128,562311.643
E00041578,425835.648,561415.879
E00041947,419634.765,560290.044
E00041579,426776.356,561398.192
E00041944,420489.245,561909.389
E00041945,420628.092,558667.944
E00041942,420605.557,562108.9
E00041943,421069.671,561912.071
E00041756,426347.276,560100.812
E00041666,427319.351,560205.876
E00041406,424719.18,561881.467
E00041487,416596.974,559380.99
E00041940,420839.632,561997.764
E00041757,425614.789,559953.317
E00041667,426958.894,560076.637
E00041407,425006.79,561976.359
E00041486,416751.183,559276.293
E00041941,420410.028,562092.126
E00041754,426241.39,560678.982
E00041404,424599.74,562186.359
E00041485,416515.037,559171.49
E00041755,426055.511,560524.197
E00041665,427160.484,560332.45
E00041405,424809.141,562204.062
E00041484,411862.874,557482.445
E00041752,426329.743,560930.058
E00041662,426785.254,559666.749
E00041402,424922.748,562223.327
E00041753,425863.82,560855.364
E00041663,427314.794,559333.531
E00041750,425923.297,559814.945
E00041660,427396.622,561579.96
E00041400,425162.76,562574.567
E00041481,411705.79,556908.427
E00041751,426119.849,559851.929
E00041661,426810.245,560222.288
E00041401,425100.519,562327.735
E00041948,419842.545,560016.57
E00041949,419455.385,560318.208
E00041816,415783.655,563759.472
E00041897,423388.45,560213.77
E00041758,425820.443,559914.745
E00041668,427160.236,560179.925
E00041408,424819.604,561837.847
E00041489,416290.217,559076.506
E00041817,414791.022,564332.188
E00041896,423226.025,560323.684
E00041759,426375.934,559893.04
E00041409,424639.989,561783.751
E00041488,416549.539,558988.632
E00041814,415899.233,564025.067
E00041815,414107.104,563718.463
E00041894,423611.061,560475.648
E00041812,429515.687,561870.714
E00041893,423587.268,560682.187
E00041813,415407.86,564428.19
E00041892,423135.507,560266.328
E00041810,429222.654,561821.389
E00041891,423404.677,560997.755
E00041890,423545.035,560930.505
E00041818,416326.483,564259.906
E00041899,424514.964,562845.592
E00041819,415655.9,564473.728
E00041898,423620.471,560155.791
E00170013,422808.257,562446.485
E00166185,425038.457,562017.058
E00166187,426584.974,562792.594
E00166175,426579.177,562960.188
E00166177,425911.505,563875.834
E00166198,425027.012,563282.998
E00166211,425606.673,562337.066
E00166206,425418.293,563517.059
E00041506,426036.28,559589.573
E00041587,425886.475,561922.086
E00041456,417371.779,562627.766
E00041766,425428.975,558952.932
E00042006,417644.261,562282.389
E00041507,426389.622,559364.789
E00041586,425806.459,562169.278
E00041457,417724.25,562630.693
E00041767,426169.135,561245.709
E00041504,415705.434,558131.911
E00041585,426691.756,560930.411
E00041454,417837.447,562727.412
E00041764,425572.635,559555.068
E00042004,417306.6,562303.728
E00041505,412473.648,558220.871
E00041584,426534.738,560920.906
E00041455,418617.646,562670.823
E00042005,417120.874,562311.89
E00041502,411695.39,558147.715
E00041583,426298.305,561436.439
E00041452,417256.665,562790.098
E00041762,425760.215,559683.902
E00042002,417622.089,562457.64
E00041503,412368.255,558264.54
E00041582,426588.273,561186.968
E00041453,418450.672,562768.179
E00041763,425625.157,559770.245
E00042003,417903.905,562445.002
E00041500,412126.975,558377.662
E00041450,418767.033,562830.912
E00041760,425424.687,560028.416
E00042000,417283.75,559984.148
E00041501,412233.689,558343.348
E00041580,426874.133,561251.559
E00041451,417565.776,562680.937
E00041761,425305.592,559861.607
E00042001,417398.553,559892.544
E00041826,414987.639,564071.367
E00041916,420645.31,561772.409
E00041997,418462.542,560882.058
E00041508,426493.706,559070.113
E00041589,425903.693,561825.002
E00041458,418828.751,562562.405
E00041768,425945.271,560957.545
E00041827,415800.207,564357.44
E00041917,420821.979,561655.086
E00041996,417342.558,561598.034
E00042008,430179.476,561938.32
E00041509,426054.764,558984.775
E00041588,426536.129,561744.735
E00041459,419342.644,562575.427
E00041769,426266.481,560842.431
E00041824,415227.876,564452.106
E00041914,420467.519,561744.118
E00041995,417639.97,561684.758
E00041878,423311.951,560684.256
E00041928,420264.322,561191.169
E00041879,423593.282,560315.315
E00041929,420364.421,561297.894
E00041648,427196.892,562441.77
E00041738,428129.731,560242.613
E00041649,427121.931,562613.663
E00041739,428254.888,560095.207
E00041566,413464.408,563739.416
E00041386,426602.695,562691.13
E00041567,414022.126,563537.941
E00041385,426488.673,562339.946
E00041564,413629.988,563912.521
E00041384,425950.149,562466.271
E00041565,413825.499,563818.715
E00041383,426042.366,562565.283
E00041562,413455.568,565036.265
E00041382,426454.609,562563.038
E00041563,413354.955,563573.068
E00041381,426385.662,562468.909
E00041560,414169.28,559342.116
E00041380,425621.161,562830.982
E00041561,414118.676,559077.333
E00041976,419651.679,560699.223
E00041389,426738.44,562236.693
E00041568,413586.948,563630.449
E00041977,420403.997,560591.364
E00041388,426420.375,562136.032
E00041569,413443.063,563395.382
E00041974,420477.315,558841.742
E00041975,420360.077,558103.265
E00041972,420859.727,558792.57
E00041973,421011.804,558755.713
E00041436,427536.958,555887.599
E00041746,427238.64,561222.803
E00041970,420690.431,559016.402
E00041437,427893.711,555504.753
E00041747,427312.886,561137.517
E00041971,420711.443,558818.689
E00041434,427088.972,555948.406
E00041744,428112.947,559518.695
E00041886,423273.077,561173.751
E00041804,429878.64,562601.995
E00041805,429913.055,562476.153
E00041802,430008.992,562508.657
E00041881,424472.537,561767.511
E00041855,424874.321,561505.6
E00041624,422453.386,561171.536
E00041799,429339.122,562389.946
E00041798,430006.968,562969.656
E00041368,426497.293,561986.765
E00041954,419808.0,560217.804
E00041497,415942.089,558466.42
E00041950,420581.228,560369.434
E00041727,426956.072,560897.239
E00041494,416033.497,558608.997
E00041491,415457.812,558677.307
E00041966,420525.924,559229.95
E00041424,427965.476,554212.68
E00042015,428971.759,560136.43
E00041779,426166.491,560077.352
E00041834,415964.036,563824.732
E00041600,422692.465,562215.619
E00041839,417398.199,563850.238
E00041689,427381.324,558886.199
E00041477,415633.438,558156.937
E00042024,430363.392,561428.86
E00041785,429942.392,562818.741
E00041576,425922.592,561381.687
E00041483,416733.0,558494.007
E00041482,412110.22,556928.749
E00041480,412056.936,557755.721
E00041895,423277.131,560417.191
E00041811,428888.394,561995.456
E00170020,429863.45,561729.615
E00170027,420176.887,561867.015
E00041765,425413.342,559148.966
E00041581,426450.425,561094.483
E00041823,415060.506,564375.811
