oa11cd,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00041384,9,3,4,6,2,5,3,4,2,3,3,4,1,0,4,0,2,4,4,5,3,2,8,11,9,9,11,10,10,7,5,8,6,6,7,6,6,4,3,6,3,3,3,2,2,1,3,6,4,5,4,5,9,8,11,3,3,4,9,1,4,4,5,1,2,2,2,0,1,2,3,2,5,1,2,0,1,5,2,1,3,4,1,1,4,2,4,0,0,0,1
E00166182,8,13,13,8,14,20,12,9,22,14,19,19,17,20,22,19,26,13,15,12,10,8,4,5,6,4,6,2,6,6,6,5,0,4,4,7,8,7,9,10,7,7,4,5,7,8,3,7,3,2,1,4,1,2,4,3,2,2,4,1,3,2,3,2,3,0,1,3,1,2,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1
E00166211,7,4,8,7,10,7,10,5,8,6,11,8,8,8,8,6,6,8,5,3,3,0,2,0,3,2,6,5,2,3,3,4,4,5,6,0,4,3,4,5,3,8,7,4,0,0,4,3,1,0,2,3,3,1,3,1,4,2,1,0,2,2,3,1,2,2,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1
E00041366,5,2,3,0,4,3,1,2,2,0,3,1,2,3,0,0,0,0,0,2,5,2,4,9,10,4,9,4,13,8,7,9,8,3,5,2,7,5,6,0,6,1,1,3,3,5,1,2,1,5,0,2,1,4,1,3,0,2,1,0,4,0,1,1,2,0,3,1,2,0,3,1,0,4,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
E00041385,3,2,5,1,3,2,1,0,2,2,4,1,0,1,1,2,1,1,0,2,3,4,2,2,3,4,4,9,7,4,5,5,7,8,7,6,5,4,5,5,2,5,3,3,3,1,5,0,1,4,6,3,4,3,3,6,5,1,1,3,3,5,2,3,4,4,1,0,2,3,0,2,5,4,3,0,1,0,3,2,1,1,3,4,0,3,2,4,1,1,4
E00041389,0,0,2,0,2,2,1,1,2,2,2,2,1,6,2,0,1,2,0,1,2,1,4,8,4,1,2,3,2,6,8,1,2,4,3,4,4,1,0,3,9,4,3,5,3,5,2,5,3,2,1,1,4,0,1,1,2,2,4,0,1,2,2,2,4,3,1,2,2,1,4,5,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
E00041390,5,2,2,7,4,1,3,2,4,4,4,5,3,1,4,2,2,5,3,4,4,9,3,4,4,2,3,3,3,2,6,6,8,5,11,9,5,5,5,3,4,1,7,5,2,3,6,6,7,1,5,5,8,4,1,8,2,4,5,5,3,5,1,5,0,4,2,3,4,2,3,2,5,1,4,6,3,7,2,7,1,2,3,0,0,2,2,2,4,4,10
E00166179,11,21,7,9,14,6,5,8,3,2,5,3,10,8,3,6,5,7,4,0,7,5,5,12,15,16,9,20,7,7,17,18,19,20,18,17,10,14,11,12,9,6,8,8,8,5,8,3,9,3,2,5,4,5,4,2,3,5,3,5,1,4,7,3,0,4,2,2,4,3,2,4,0,0,3,1,1,2,2,1,0,2,0,2,0,0,0,0,1,0,1
E00041367,3,2,2,1,3,1,2,1,3,2,1,2,1,5,1,1,0,1,1,1,2,1,0,1,0,1,2,0,2,3,4,3,3,3,0,2,9,2,6,4,2,3,4,3,1,2,2,0,3,5,2,2,1,2,0,6,7,2,3,5,4,4,5,0,2,4,1,8,6,1,3,5,1,0,1,0,2,2,4,1,0,1,2,3,0,0,0,0,0,1,1
E00041368,4,3,4,6,5,3,4,0,6,8,3,2,2,1,1,6,4,4,7,0,5,4,0,6,1,2,4,7,2,7,4,5,4,2,2,7,1,2,2,4,5,6,3,2,2,2,3,5,5,0,6,7,1,1,2,1,9,7,5,6,2,2,6,3,1,4,4,9,3,4,2,1,5,0,2,1,2,2,1,1,0,1,1,2,0,0,0,0,0,0,2
E00041369,3,5,4,6,4,9,9,7,10,9,5,0,4,2,4,0,7,7,5,2,6,7,7,10,6,10,2,6,8,7,7,5,2,6,6,6,5,6,6,5,2,6,7,2,4,6,5,3,3,4,5,5,6,7,2,8,3,2,5,8,4,4,2,4,2,3,5,1,4,5,1,7,1,2,2,1,0,0,2,1,0,0,1,0,3,0,0,0,1,1,1
E00041372,5,4,1,4,6,2,9,8,9,4,7,4,4,3,5,8,4,3,2,7,4,2,2,4,4,2,9,2,6,1,4,2,3,2,2,7,4,3,5,7,3,2,0,1,2,0,2,1,3,2,4,2,1,2,0,3,3,2,4,1,2,3,1,1,1,0,2,3,2,0,4,3,0,1,0,1,2,0,0,0,1,2,1,1,0,2,0,0,0,0,1
E00041388,4,4,6,2,5,8,5,3,4,6,6,5,1,2,2,5,6,3,6,5,2,3,6,7,5,6,6,9,5,5,3,4,5,2,4,0,5,6,2,11,7,4,3,3,3,1,6,10,2,6,3,11,6,5,3,4,5,10,4,3,1,3,4,5,1,2,4,2,4,2,4,3,1,1,0,2,1,0,1,1,1,0,1,2,0,0,0,0,0,0,2
E00041370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00041374,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,2,1,0,1,4,1,0,6,5,1,1,1,0,0,2,4,2,3,0,0,0,1,0,0,0,2,1,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E00041375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,3,0,0,0,0,0,1,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00041376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00041377,2,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,3,0,2,0,5,3,1,2,1,1,1,0,1,4,2,1,1,1,0,1,0,1,2,0,2,2,1,4,3,4,6,2,5,3,5,4,1,6,4,8,2,8,3,4,2,3,1,5,2,4,8,5,4,5,2,1,2,1,0,3,7,1,2,2,2,0,0,3,1,0,4
E00041380,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,0,0,4,4,4,3,3,3,3,1,4,1,1,2,1,2,2,5,2,1,3,1,0,3,1,2,1,1,1,3,1,0,0,2,1,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0
E00166177,1,2,2,2,1,0,0,1,0,0,1,1,1,0,0,4,0,4,0,0,2,1,3,8,12,10,9,6,11,6,6,6,9,2,4,6,0,7,2,2,1,3,0,0,1,1,1,3,1,0,1,1,2,1,1,1,2,4,1,0,0,1,2,0,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166180,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,28,103,185,158,131,147,128,84,55,49,31,15,19,10,4,10,5,1,3,2,3,1,1,5,5,1,1,1,1,3,0,4,4,0,1,1,5,4,5,1,3,1,2,1,2,3,5,2,2,1,2,4,3,4,3,4,2,0,0,0,1,0,0,0,3,0,0,1,1,1,1,0,0
E00166203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,6,7,7,3,4,2,5,1,7,4,2,1,0,1,0,1,0,0,1,0,2,0,1,1,0,0,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E00166205,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,8,10,11,15,14,8,10,10,12,7,6,6,6,2,4,2,3,1,0,1,0,0,4,1,0,1,2,1,4,0,1,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166206,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,7,14,6,5,10,7,2,5,7,3,5,6,2,0,1,5,3,1,0,0,0,0,0,2,1,1,0,1,0,1,0,0,1,0,2,1,0,2,2,0,2,3,2,1,0,2,1,0,2,2,0,1,0,4,2,0,2,3,0,0,0,0,0,0,1,0,0,1
E00041394,5,4,4,2,5,1,4,3,3,4,8,1,4,0,3,2,2,5,14,10,10,14,2,10,11,6,9,8,11,10,8,11,8,15,10,11,8,9,8,5,7,8,5,11,4,4,8,4,8,5,5,8,5,1,4,4,3,5,2,5,3,8,2,4,3,2,3,3,4,2,2,5,3,7,4,1,1,3,0,0,1,0,1,0,0,1,1,0,2,0,0
E00041397,4,2,5,4,1,3,2,4,3,5,3,2,4,2,2,9,2,3,3,5,12,2,1,5,4,5,4,3,4,3,2,6,7,8,5,2,4,3,2,1,2,4,5,2,8,0,5,7,5,6,3,2,8,1,4,5,2,1,1,2,4,4,3,4,3,3,1,7,3,3,2,5,6,4,2,2,2,2,1,0,1,3,0,1,0,2,2,2,1,2,2
E00041400,7,2,3,1,3,6,3,3,5,5,2,3,1,5,4,1,2,0,2,1,4,4,9,3,6,3,2,6,6,1,3,2,7,6,8,6,3,3,4,5,4,4,3,3,6,5,4,6,4,3,3,3,2,4,3,3,4,4,2,6,0,2,2,4,3,5,1,3,5,1,4,2,4,2,3,2,1,4,2,4,2,0,3,2,2,5,3,1,3,1,7
E00041402,7,11,9,7,8,9,8,9,7,4,2,4,7,4,2,5,3,9,4,7,5,3,5,7,6,9,9,11,4,10,5,3,8,7,4,5,8,10,8,6,1,4,4,3,5,2,6,5,4,8,7,5,3,2,4,5,0,5,2,1,4,4,1,3,5,1,0,8,3,0,3,2,7,1,3,0,1,3,2,3,1,1,1,0,2,0,0,0,0,0,1
E00041415,1,2,6,2,3,1,2,4,1,5,5,4,2,0,1,3,0,1,1,6,3,2,3,3,4,6,4,7,7,5,12,6,7,8,7,9,3,7,9,4,5,4,5,4,4,3,4,4,3,3,3,3,4,4,6,4,1,1,6,3,2,6,5,4,2,1,1,2,1,2,1,1,1,2,2,1,0,1,1,2,3,0,0,1,0,0,0,0,0,0,0
E00041395,3,4,4,4,4,7,13,10,6,10,6,6,7,2,3,4,14,93,123,83,35,22,10,19,13,19,10,16,10,14,13,6,11,11,9,9,3,6,7,10,4,3,3,6,5,6,2,3,2,3,6,2,2,5,2,2,2,6,5,3,6,6,3,9,1,0,1,3,8,0,9,6,2,2,2,1,1,2,0,2,1,1,2,0,2,2,1,0,1,2,1
E00041410,0,2,2,0,2,1,2,0,0,0,0,2,0,1,0,0,2,0,0,0,2,3,2,2,1,3,7,4,7,11,2,5,6,6,5,4,7,3,1,5,4,1,2,1,2,3,2,7,8,5,5,3,3,7,4,3,4,6,3,6,6,4,8,2,4,6,9,5,3,7,2,3,3,4,0,0,3,2,4,1,0,1,0,0,0,2,1,0,0,1,1
E00041411,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,3,7,5,1,2,0,4,1,1,2,3,3,0,2,1,3,1,1,2,0,2,2,2,0,0,1,0,3,2,1,2,3,4,1,3,4,1,1,3,1,3,5,3,0,0,1,4,3,5,4,0,1,6,3,4,1,0,1,0,2,1,2,0,0,1,2,0,1
E00041413,2,1,2,0,1,0,3,2,5,2,3,4,3,0,0,0,0,2,1,2,1,2,6,1,3,5,2,5,2,0,8,5,6,3,2,6,3,1,2,9,4,4,1,4,2,2,1,0,7,3,3,1,2,3,1,3,5,2,1,0,5,0,5,3,4,2,2,4,3,0,2,2,1,0,1,2,1,2,2,0,3,1,0,1,0,1,0,0,3,0,1
E00041414,4,4,5,7,3,9,4,7,7,6,2,4,2,1,1,1,0,0,1,1,3,1,1,4,3,5,3,6,10,5,3,7,10,4,8,1,3,5,2,3,0,6,3,2,2,1,3,2,1,1,1,3,2,3,1,1,1,3,1,2,0,5,2,1,2,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0
E00166192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,7,16,22,15,7,17,17,8,16,5,11,12,5,3,6,4,2,2,0,3,1,1,2,2,4,1,1,0,0,2,0,1,0,2,0,0,1,2,3,0,0,1,3,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166193,0,3,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,14,19,30,45,47,36,44,50,19,29,28,27,11,5,6,7,7,6,5,1,2,1,2,2,4,4,1,0,0,1,3,1,1,0,1,0,0,2,0,0,1,0,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166196,5,0,3,0,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,13,16,19,30,16,22,15,8,10,7,6,3,5,7,3,3,2,2,2,3,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,1,3,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
E00166198,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,4,12,19,18,9,17,16,6,10,12,10,5,3,5,9,1,3,1,1,4,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166200,2,1,1,2,5,2,0,0,8,1,0,1,2,0,1,0,1,0,0,1,0,1,2,3,8,4,3,0,5,5,6,6,3,8,1,3,8,7,3,1,6,2,0,2,3,3,4,4,3,5,0,2,3,3,5,2,4,1,3,1,3,5,1,2,0,2,0,1,0,0,2,0,1,1,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
E00041401,3,3,2,3,2,3,8,1,0,2,4,4,2,7,3,5,3,2,5,6,1,4,3,2,2,1,5,5,5,4,6,9,8,8,6,2,4,5,9,3,2,2,5,3,4,0,2,7,1,3,2,2,2,1,1,4,4,1,4,3,2,4,3,3,2,0,2,1,1,3,1,0,2,3,0,2,0,1,1,0,0,1,1,3,0,0,0,2,0,0,2
E00166201,3,5,7,6,14,10,10,11,13,14,11,9,18,13,5,12,11,20,20,16,9,4,7,4,3,4,4,7,4,2,1,4,2,3,5,3,3,7,3,2,5,9,4,4,6,9,6,12,6,4,2,1,3,3,2,4,1,6,2,4,3,2,1,2,4,5,5,2,1,1,5,0,5,2,2,1,0,2,0,1,1,1,0,1,0,0,0,0,2,0,1
E00166208,7,8,8,12,10,10,8,16,13,13,17,11,13,15,9,10,9,12,16,11,7,9,5,7,5,6,5,3,5,3,9,3,7,9,5,5,10,5,4,5,4,3,2,1,5,3,7,2,3,1,4,5,5,2,2,1,5,2,3,2,6,6,6,2,3,7,4,1,3,2,2,5,3,3,4,1,0,1,2,0,0,0,0,0,1,0,6,2,0,0,3
E00166209,7,10,5,7,8,9,5,8,10,7,8,2,4,5,6,4,3,5,2,8,2,4,3,6,3,5,3,3,1,0,2,6,3,5,2,2,2,2,1,0,0,0,2,2,0,2,2,1,2,1,0,1,2,4,1,1,1,2,1,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
E00166213,3,3,4,2,1,2,2,3,6,2,3,3,8,3,5,3,5,5,3,6,4,3,4,2,2,2,3,3,0,2,2,4,5,0,4,3,4,1,3,5,1,1,2,5,1,0,1,1,0,1,1,2,3,2,4,2,3,1,3,3,0,3,3,1,3,4,2,2,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
E00041399,3,0,0,2,0,2,2,1,1,0,1,1,0,1,4,1,1,0,3,4,0,2,2,5,10,9,7,10,6,7,5,3,2,2,2,4,4,3,3,4,0,1,3,9,4,0,4,4,1,3,10,3,3,0,6,2,8,7,3,2,0,4,2,0,3,4,1,1,1,3,3,3,2,7,5,1,1,2,4,3,4,2,1,2,0,1,0,0,0,0,0
E00041404,6,3,3,1,1,2,3,1,0,4,1,3,5,1,2,6,2,4,3,6,3,9,4,5,5,5,5,3,5,5,4,3,6,2,4,4,2,1,2,4,2,3,3,4,4,3,2,3,5,5,5,8,7,9,12,2,10,1,10,3,6,9,7,0,3,3,5,6,3,7,2,2,6,5,3,0,1,1,2,1,3,1,0,0,0,0,0,0,1,0,0
E00041405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,0,2,2,7,0,1,2,3,3,4,2,5,4,3,3,1,2,2,4,2,1,3,1,1,5,0,2,1,5,0,1,1,1,2,0,0,3,2,2,1,2,0,0,1,0,0,3
E00041406,3,1,4,4,5,0,5,5,3,3,3,4,1,7,2,4,2,1,1,1,5,7,6,13,6,11,8,10,8,6,5,8,5,9,5,6,4,6,4,7,8,4,8,8,2,6,7,2,3,1,3,3,5,4,5,6,3,4,4,3,1,0,5,4,3,1,1,2,0,2,0,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
E00041409,2,5,5,4,6,5,3,5,3,2,7,3,3,3,2,3,5,2,3,3,3,4,6,6,3,10,5,6,9,8,7,10,7,3,10,6,8,6,7,4,4,4,2,4,7,4,2,4,7,5,7,4,6,4,1,2,2,3,3,2,2,5,2,4,7,0,3,3,5,2,4,0,5,3,4,2,1,0,1,0,3,0,0,1,1,1,0,0,0,0,2
E00166170,2,0,2,3,2,2,2,1,2,1,0,0,1,1,1,2,2,0,1,1,2,1,1,0,1,2,2,1,1,1,2,2,1,2,1,2,0,1,0,3,0,0,0,1,3,0,4,1,2,2,1,4,4,2,1,3,1,3,0,3,0,4,1,0,0,1,0,0,1,2,0,2,0,2,1,0,0,0,1,0,0,0,2,0,1,1,0,0,1,0,1
E00166190,2,2,2,2,3,3,0,2,3,4,3,2,1,1,1,0,2,1,0,4,4,5,4,6,4,8,9,7,6,4,10,5,3,9,6,5,8,4,8,3,3,8,5,5,4,6,3,1,1,0,3,5,6,3,3,4,1,2,2,4,1,1,2,4,3,3,2,1,3,2,5,4,2,0,1,0,1,3,0,1,0,1,1,1,1,0,0,0,1,0,2
E00166195,2,1,3,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,4,0,0,1,3,5,9,6,9,5,4,1,9,4,4,5,5,6,4,3,2,1,4,6,1,1,4,0,1,0,2,3,2,3,2,0,1,2,2,0,1,1,0,6,1,2,1,1,3,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
E00041393,5,9,4,7,7,1,7,2,7,3,1,3,4,3,1,3,1,1,1,1,4,7,4,5,5,9,10,9,9,5,11,7,9,10,12,6,6,5,6,6,6,6,3,7,4,3,3,3,2,3,2,2,3,3,2,3,5,2,4,3,4,7,7,3,2,4,1,7,1,6,1,3,2,1,1,1,1,0,4,0,3,0,1,2,1,0,0,0,1,1,2
E00041407,7,5,13,6,7,3,10,6,3,7,8,5,5,8,4,1,3,5,4,0,3,7,6,10,7,6,7,3,6,12,8,15,7,7,5,8,6,7,9,1,4,3,4,5,3,4,1,1,2,1,0,0,4,5,2,4,3,5,3,0,3,1,3,1,0,3,1,2,1,5,0,4,4,1,1,1,0,1,1,1,0,0,2,0,0,0,0,0,1,0,2
E00041408,2,2,4,0,3,2,6,5,6,1,6,3,0,3,0,4,2,3,2,3,3,5,2,8,3,3,6,6,6,6,5,6,3,3,4,7,2,7,7,4,7,6,3,0,3,3,2,3,5,1,3,6,3,4,3,8,3,3,1,2,2,5,2,1,1,0,2,1,1,0,0,4,0,1,1,0,0,1,0,0,2,1,2,1,1,0,0,1,0,0,0
E00166183,11,6,11,8,8,3,3,6,7,4,6,7,2,1,6,3,8,43,96,125,84,83,89,89,72,41,43,25,7,2,5,2,6,3,3,6,2,3,0,3,1,0,1,1,2,1,1,0,0,0,1,2,2,0,1,2,1,0,0,2,1,4,0,0,1,0,3,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
E00166185,8,7,6,10,9,11,6,8,6,6,6,6,4,5,4,2,5,4,4,3,1,3,6,6,6,6,4,4,2,3,2,3,2,3,3,4,4,3,1,5,5,1,3,2,3,3,1,2,2,1,2,1,1,2,1,1,0,1,1,0,2,0,0,1,3,2,1,3,1,3,0,0,1,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
E00041417,2,0,2,1,3,4,2,5,2,3,2,3,1,2,3,5,6,1,1,2,1,0,3,1,1,2,0,1,1,0,4,3,5,5,4,1,3,3,3,2,1,2,1,2,3,4,2,3,2,6,3,6,5,2,0,2,3,3,1,6,4,4,5,0,3,3,4,7,6,6,2,12,9,8,5,8,1,5,2,2,3,2,1,3,1,5,3,0,3,0,1
E00041418,1,5,3,2,2,2,5,1,1,1,5,5,4,6,3,2,4,3,1,6,0,2,4,1,3,2,3,1,1,5,3,4,3,5,4,1,4,2,1,1,1,4,2,4,1,0,2,2,6,3,5,2,5,3,4,4,2,7,7,3,6,3,2,3,5,1,6,1,3,4,1,5,1,3,3,5,3,3,5,7,2,2,1,2,1,3,2,0,1,1,6
