oa11cd,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00042281,6,7,5,5,4,8,10,5,7,3,2,9,5,2,5,2,4,5,5,6,7,8,2,3,3,2,6,3,5,7,6,9,4,5,5,10,2,3,10,5,8,0,2,7,6,3,4,3,6,5,4,1,2,3,2,3,4,4,6,3,4,1,1,2,2,2,3,0,1,2,1,3,2,1,5,0,1,1,2,0,1,0,4,5,0,0,0,0,1,1,1
E00042286,6,7,13,9,11,12,4,14,7,9,8,7,7,6,8,2,6,7,3,3,4,4,3,5,1,8,7,12,11,4,11,12,12,10,7,10,7,10,9,10,7,6,7,6,7,6,3,5,5,5,3,5,4,1,1,3,2,3,6,6,0,0,2,1,1,0,1,3,2,2,5,2,1,1,4,0,0,3,0,0,2,0,0,0,0,1,2,1,0,0,2
E00042288,5,1,7,1,4,2,6,2,0,7,8,5,6,3,5,7,5,3,5,6,3,6,3,2,6,7,4,6,1,3,4,3,2,3,3,3,2,3,2,1,6,4,4,4,3,6,9,4,4,2,2,2,7,2,1,4,3,1,5,7,7,1,3,2,2,3,6,5,3,2,3,1,4,5,3,0,3,2,3,0,1,2,0,1,0,3,0,2,0,2,0
E00042289,3,3,6,1,3,1,3,1,3,2,5,4,0,2,1,2,1,5,2,1,2,6,2,2,1,4,3,4,2,3,4,3,1,5,4,2,1,2,2,0,2,2,3,1,1,6,4,4,6,6,3,4,9,5,2,6,4,7,3,2,4,1,3,5,6,2,4,2,1,0,3,3,4,1,3,2,0,1,3,1,2,2,2,3,2,1,2,2,0,0,3
E00042290,6,4,5,1,5,3,6,2,5,4,1,4,3,3,1,1,0,2,5,2,0,3,6,5,5,6,9,3,6,1,4,2,4,3,3,5,7,4,8,2,1,4,5,3,7,2,2,3,2,3,4,3,4,2,2,6,3,1,2,5,2,4,3,2,1,1,0,1,2,3,4,1,2,3,2,4,0,0,0,0,1,4,2,2,1,1,0,1,1,3,4
E00042294,4,2,3,3,5,2,2,2,3,3,0,4,1,3,4,2,2,2,6,2,8,4,2,2,6,1,6,9,3,4,1,3,5,3,4,5,4,1,3,6,3,3,2,2,4,2,4,6,0,2,2,2,9,6,3,6,9,7,1,1,7,4,6,4,1,4,1,4,2,1,2,5,3,1,1,0,1,1,3,4,3,0,4,1,1,0,1,1,0,0,4
E00042322,2,1,6,2,4,2,1,2,1,2,0,3,2,2,0,0,1,1,2,2,4,3,0,8,3,7,3,5,4,2,3,5,4,3,4,3,1,5,1,5,1,1,2,0,3,4,1,3,5,1,2,5,5,4,2,0,5,4,6,6,4,7,2,4,5,2,1,1,2,2,6,6,2,5,2,8,5,3,2,4,1,0,2,1,1,1,0,5,0,0,6
E00042313,0,3,2,4,6,1,4,5,1,5,8,2,7,4,4,6,2,4,4,3,9,7,2,3,4,4,0,2,2,1,2,6,2,1,3,4,3,0,4,3,2,5,4,4,3,4,2,8,2,4,5,4,9,4,2,2,1,4,6,4,4,1,1,3,2,4,4,2,6,7,5,1,1,7,2,0,0,4,3,1,0,0,1,4,3,0,1,1,1,0,3
E00042315,3,0,0,2,2,5,1,2,2,5,0,3,0,3,2,1,2,1,3,6,1,2,0,4,1,1,0,2,1,4,0,0,2,0,6,2,4,5,5,5,2,2,1,2,3,6,1,2,0,5,3,0,2,4,6,2,6,8,3,2,6,3,7,3,3,3,3,1,0,4,3,1,5,3,5,2,3,4,4,9,6,3,3,4,0,0,1,0,0,0,6
E00042316,2,6,4,3,7,5,5,2,4,2,8,3,9,6,7,6,4,5,4,2,4,5,4,4,3,10,4,5,5,4,5,5,5,3,4,3,2,5,5,6,3,2,5,5,5,2,1,3,7,4,6,6,5,5,5,11,7,4,2,8,4,2,6,2,3,7,2,3,3,3,3,1,2,0,1,0,3,0,0,1,1,0,2,0,0,0,0,1,0,0,2
E00042317,2,7,6,6,6,9,9,8,16,7,5,10,1,10,5,6,3,1,6,9,5,5,1,3,4,3,8,4,4,4,3,5,10,4,5,7,1,1,6,3,4,6,6,5,3,5,5,6,10,6,9,4,4,7,1,6,7,1,5,1,5,3,7,0,1,6,1,1,2,0,1,0,4,1,2,1,1,1,2,2,2,3,2,0,0,0,0,0,1,0,0
E00042321,4,2,3,1,2,1,0,0,2,2,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,3,3,1,2,0,0,1,1,0,4,1,0,0,0,0,2,1,2,2,1,2,0,2,0,1,0,2,2,3,0,1,3,0,1,1,2,1,1,1,1,0,1,0,1,1,0,0,1,0,2,1,1,2,1,0,1,5,5,3,2,0,1,14
E00042293,3,2,3,1,4,3,2,0,1,1,1,3,1,2,1,1,9,0,2,4,1,2,6,5,0,6,3,3,2,2,4,2,6,0,3,5,2,3,5,3,4,2,1,2,4,7,3,5,3,6,7,9,6,5,4,6,2,6,8,5,6,6,3,6,1,2,7,4,5,5,2,1,1,3,0,2,2,3,3,0,2,2,2,0,2,2,0,0,0,0,2
E00042318,5,7,4,7,5,8,7,5,7,5,7,5,4,8,11,10,11,4,7,7,6,10,6,8,4,7,7,6,6,5,1,3,3,4,5,9,3,7,4,9,1,5,6,5,4,2,5,4,9,8,8,8,3,5,4,5,10,2,5,2,9,0,1,2,4,0,1,3,6,0,1,3,1,2,2,1,2,5,1,2,0,0,1,3,0,0,1,0,0,0,3
E00042319,5,4,4,5,3,3,7,1,2,2,4,1,1,1,2,2,1,1,4,1,2,4,5,3,0,5,2,9,3,2,4,5,4,7,2,6,2,4,0,5,2,3,5,1,2,7,3,2,4,5,3,2,4,3,9,1,3,8,1,4,5,2,6,10,2,3,6,5,3,0,5,2,1,2,2,2,1,0,2,4,3,0,1,3,2,1,4,1,2,0,3
E00042320,3,4,4,4,6,2,4,7,4,7,2,0,4,6,2,2,5,0,2,1,0,0,2,1,4,7,4,3,6,4,5,2,3,4,7,5,7,6,6,7,4,4,6,7,4,1,4,5,3,2,3,2,7,3,3,2,1,0,2,3,2,3,2,1,1,0,2,1,0,2,1,2,2,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
E00042295,3,7,7,2,7,8,7,6,4,10,8,3,5,4,6,6,2,8,10,14,10,11,1,7,4,8,5,9,6,3,8,5,8,3,4,5,3,5,7,7,13,6,5,6,9,2,6,6,4,6,5,4,10,7,6,7,8,6,7,3,3,3,6,5,4,2,3,1,3,5,3,5,4,0,1,3,0,1,4,1,0,1,1,1,0,1,0,1,0,0,3
E00042299,11,14,8,6,12,14,13,12,14,11,9,7,9,2,5,11,3,6,3,8,13,5,3,7,4,5,10,10,7,7,13,11,13,10,9,8,7,8,6,12,7,8,7,5,8,4,3,5,7,5,5,4,2,4,5,6,8,8,4,7,3,7,4,1,13,8,5,5,3,3,2,1,2,2,0,1,3,0,3,1,0,0,1,1,0,1,1,0,0,1,0
E00042300,2,3,3,2,6,3,3,2,10,4,2,5,6,4,5,5,7,6,4,3,2,4,2,4,0,3,4,4,0,2,4,3,6,2,1,4,2,5,7,5,5,2,1,1,4,3,6,2,3,3,0,4,1,5,5,5,2,6,2,3,3,5,2,3,2,3,3,1,1,2,1,6,3,0,1,1,2,1,1,4,4,3,1,0,1,0,0,2,2,0,2
E00042303,1,2,0,1,2,5,2,1,3,3,2,3,0,3,0,1,2,2,3,1,2,2,2,1,1,4,1,3,2,5,3,0,3,5,2,2,2,2,5,1,1,7,2,1,2,3,0,1,2,1,2,2,3,1,2,4,4,3,3,4,4,4,5,8,4,2,0,0,3,4,2,0,1,4,2,0,2,3,2,2,3,1,2,2,0,0,2,0,2,0,3
E00042306,1,3,4,3,0,2,2,2,4,3,2,2,1,2,2,2,1,2,3,3,0,1,3,1,5,3,2,2,4,6,2,3,4,3,9,3,2,4,1,4,3,4,1,4,4,1,3,2,0,0,2,3,5,4,3,1,2,6,3,3,5,2,2,3,5,4,3,3,1,1,1,0,1,3,2,1,1,1,2,0,0,2,2,1,2,4,3,1,2,2,2
E00042296,9,7,6,3,4,2,6,5,1,6,2,5,5,3,2,2,0,3,2,6,4,8,3,1,3,3,6,5,8,2,4,3,2,3,4,4,6,1,2,3,3,3,5,6,4,5,5,3,4,0,2,4,4,3,1,5,8,0,1,1,5,6,5,3,5,1,2,2,1,2,2,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0
E00042301,6,1,0,5,5,3,6,3,4,6,6,4,8,10,3,7,5,6,4,3,5,5,4,7,6,5,9,3,1,7,4,6,1,3,2,4,3,5,4,3,1,1,3,5,3,7,3,6,4,6,8,5,6,8,3,4,3,3,4,5,6,1,9,1,3,3,0,2,1,1,2,0,2,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1
E00042304,8,2,9,1,5,5,5,5,4,4,5,3,1,5,1,3,1,3,1,3,8,7,6,3,3,5,7,4,8,1,5,1,2,3,4,3,2,2,4,5,5,4,2,2,3,5,1,4,4,1,6,2,3,3,3,6,2,5,5,1,3,2,3,1,1,2,1,2,0,2,2,2,2,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0
E00042307,2,4,4,1,4,2,3,3,6,1,2,6,4,0,3,3,2,1,4,3,3,4,2,3,4,4,5,6,7,3,7,3,4,2,7,7,3,1,2,1,3,2,3,3,3,2,0,5,1,4,3,4,3,1,2,7,5,5,7,8,5,2,2,4,5,5,3,6,2,2,1,4,2,3,2,3,4,3,4,2,4,1,4,2,3,3,4,5,3,3,22
E00042308,2,5,6,6,5,8,5,8,9,8,10,7,15,4,8,12,8,4,3,5,9,4,3,1,3,4,4,2,1,4,2,5,5,9,6,4,7,5,5,5,4,5,4,4,4,4,4,3,2,2,6,6,5,5,2,6,2,3,7,5,2,7,8,4,5,2,1,1,3,2,2,2,0,2,1,0,0,0,1,1,2,1,0,0,2,2,0,0,0,0,2
E00042291,5,6,6,3,2,5,3,5,5,9,2,3,2,3,1,3,3,0,3,5,6,1,6,2,2,4,2,3,3,2,4,4,3,3,3,3,3,2,3,2,4,3,2,5,3,1,2,7,4,2,3,5,6,2,7,3,4,3,2,6,4,4,5,3,1,2,1,2,3,1,2,2,1,2,1,1,2,1,2,2,0,1,3,0,0,0,0,0,0,1,0
E00042297,3,8,3,3,1,3,2,2,3,2,2,3,4,2,3,3,5,2,1,2,0,3,6,7,3,3,3,3,4,3,5,5,4,5,3,1,3,2,4,5,5,3,2,3,5,2,1,6,2,4,3,7,3,3,5,2,5,4,2,7,5,2,4,7,5,0,0,4,1,5,1,3,3,3,2,0,2,2,1,0,2,0,2,2,1,2,2,2,1,2,2
E00042298,1,3,0,2,1,4,3,2,2,6,3,3,0,0,1,0,2,2,1,2,2,2,1,1,2,1,3,4,6,5,5,5,3,5,1,4,4,2,1,2,1,2,0,1,4,2,1,1,0,1,3,2,2,1,1,1,2,4,1,2,2,2,6,2,2,3,3,0,3,1,1,2,4,2,4,3,1,2,1,0,10,3,1,5,4,1,0,2,6,2,7
E00042302,3,3,3,6,1,2,2,6,5,1,3,1,3,0,10,0,4,4,5,2,9,0,4,6,7,2,4,4,1,4,3,4,2,5,6,8,2,2,3,4,1,1,2,5,2,3,5,2,6,5,2,6,3,4,1,2,6,2,5,2,5,3,3,5,0,1,2,4,2,3,2,3,2,2,2,0,3,1,1,3,1,0,1,0,1,1,0,0,0,2,2
E00042305,6,5,2,7,1,4,4,5,4,5,4,4,4,3,2,1,4,5,4,3,6,3,4,1,2,2,4,5,8,1,4,6,4,5,6,4,2,6,5,4,5,2,5,1,3,4,3,4,5,7,6,5,3,8,3,3,2,5,4,2,6,2,1,2,2,2,4,3,1,1,3,4,0,3,1,3,0,0,0,1,0,0,0,2,0,1,2,0,0,0,2
E00042292,0,0,3,0,1,2,6,2,2,0,2,0,1,2,2,1,0,0,1,0,2,1,5,2,3,4,1,1,1,1,2,2,3,3,1,3,2,4,1,2,2,2,1,3,2,2,2,3,0,2,0,3,5,2,5,3,7,4,9,6,4,4,7,2,2,3,3,8,5,3,5,1,2,5,1,1,1,1,4,3,4,1,1,3,4,1,4,2,1,0,1
E00042309,2,1,2,2,2,1,3,0,4,0,6,0,3,1,1,1,0,0,0,0,0,3,6,1,2,1,0,1,7,1,4,1,5,0,1,3,1,2,3,1,2,1,2,1,6,3,1,4,1,2,5,3,0,1,2,4,5,4,2,11,5,3,4,3,2,2,4,2,5,5,4,3,4,3,3,4,2,1,3,4,3,0,3,2,4,1,3,0,3,3,3
E00042310,5,3,2,0,2,0,2,4,2,1,1,2,0,0,0,0,0,1,1,0,2,0,0,1,5,2,2,2,2,0,1,1,2,2,7,1,2,3,3,2,2,1,0,2,2,2,3,1,1,0,1,1,0,2,1,1,4,2,0,1,5,3,3,5,0,5,1,2,4,4,6,3,3,0,1,2,2,1,2,3,1,0,1,0,1,1,0,3,1,2,7
E00042311,0,1,1,3,0,5,4,4,2,2,6,4,4,3,2,1,2,1,0,2,0,4,1,0,2,4,2,4,0,3,4,1,2,0,2,1,3,2,1,4,4,5,1,3,1,0,1,3,0,3,3,8,5,6,3,4,3,0,5,3,3,1,2,3,5,2,3,5,1,5,2,5,0,0,4,3,0,2,1,1,2,1,1,2,0,1,2,1,3,0,2
E00042312,0,2,2,1,0,1,2,2,1,7,1,2,0,2,2,0,0,2,2,2,5,2,7,2,3,1,1,1,2,2,1,2,3,2,2,0,2,2,1,3,1,4,2,2,1,2,2,3,2,2,1,7,3,7,5,5,4,4,2,4,7,9,4,5,2,6,2,4,5,4,2,4,1,3,3,0,4,3,3,3,2,3,2,4,4,1,1,2,1,1,2
E00042314,1,3,2,3,0,5,2,3,4,4,1,1,6,2,4,2,0,1,3,0,3,5,7,5,1,4,2,1,1,2,0,3,5,2,3,3,0,3,2,4,3,0,2,2,2,4,1,7,1,1,5,5,2,6,5,3,5,4,4,8,3,3,2,3,4,3,5,4,3,5,8,8,6,5,1,4,2,2,4,6,1,6,4,2,2,1,0,1,0,0,5
E00042326,4,6,5,3,5,8,4,7,5,8,7,6,3,3,3,7,9,3,5,5,4,5,6,3,1,8,4,9,7,3,2,5,3,3,4,6,6,3,4,2,3,0,8,7,4,2,7,7,2,8,5,3,5,5,4,3,4,3,4,5,9,1,5,4,3,4,1,3,5,4,6,3,2,3,3,2,1,6,3,1,1,2,1,1,1,0,1,1,1,0,0
E00042328,0,6,6,4,4,6,9,7,5,8,9,3,4,6,6,2,8,3,5,2,7,5,3,3,2,8,3,4,3,6,2,4,4,4,6,4,3,7,7,6,3,2,2,6,6,8,1,0,4,3,5,5,6,11,10,0,4,5,3,1,3,7,5,4,4,5,2,2,2,2,0,6,6,2,1,3,2,0,0,4,3,4,1,1,0,2,1,2,0,1,2
E00042341,4,2,12,6,3,4,6,1,3,4,6,4,4,3,1,3,3,3,3,2,2,2,2,0,2,5,5,3,5,3,2,5,5,2,5,1,4,4,1,4,5,5,8,2,1,1,4,2,8,2,2,1,4,3,0,3,1,4,5,6,9,9,4,7,1,2,1,1,0,1,2,1,0,2,2,1,3,1,1,3,1,0,2,0,0,0,0,1,2,0,2
E00042342,6,6,2,3,6,7,8,5,4,7,4,4,4,3,4,6,3,8,4,5,4,3,1,2,2,5,3,7,3,3,3,5,5,4,5,3,4,4,7,3,4,5,1,3,7,4,5,10,1,6,6,5,9,1,5,6,4,3,3,2,7,7,1,3,6,2,3,1,3,0,1,0,2,0,3,5,7,1,2,1,2,2,0,0,0,1,1,1,1,0,4
E00042353,3,3,3,3,1,2,3,4,3,10,3,3,3,3,3,3,5,2,3,1,4,2,1,2,2,5,4,4,4,2,3,4,3,3,2,2,6,2,8,5,3,2,2,3,3,7,3,4,1,2,5,4,3,4,5,3,2,4,2,5,5,3,7,1,6,2,4,2,0,1,4,1,1,2,7,2,1,2,5,3,3,7,1,0,2,0,1,0,1,0,5
E00042333,1,3,1,2,8,6,2,6,4,4,8,5,4,9,3,2,7,4,6,3,6,5,1,2,3,2,1,5,2,6,5,6,0,6,2,3,4,2,2,2,5,6,5,1,4,4,7,5,3,1,4,3,6,3,1,8,4,2,1,6,6,2,1,5,4,2,3,4,2,1,3,1,1,4,2,0,4,1,0,1,3,2,1,2,2,3,1,1,1,0,7
E00042337,4,2,6,3,1,2,3,1,1,5,9,1,5,2,1,2,4,1,6,1,2,1,2,5,3,5,5,7,2,3,6,1,2,6,1,4,6,2,1,2,3,2,3,4,6,2,4,6,5,3,4,4,5,3,4,4,5,5,5,4,5,5,2,2,7,3,3,0,4,4,7,6,5,4,2,2,0,1,5,1,4,1,2,1,0,0,1,1,1,1,3
E00042338,3,2,2,3,4,5,0,5,3,4,6,3,2,2,5,6,5,1,2,0,2,5,3,1,5,2,1,3,1,6,4,6,7,4,2,4,1,6,1,3,2,1,3,7,1,7,4,5,3,2,7,4,7,5,7,6,7,6,2,5,6,5,10,4,3,9,9,6,4,5,6,6,5,4,3,4,3,1,0,2,0,6,3,0,4,3,0,1,1,1,8
E00042343,11,3,4,3,7,1,6,6,7,2,1,4,4,4,1,3,6,7,3,4,6,4,6,3,2,6,6,7,5,3,9,6,6,7,7,5,3,2,5,4,3,1,3,3,2,8,8,4,2,4,1,6,1,1,1,7,2,2,4,3,7,1,2,3,4,6,2,0,4,1,3,0,2,4,2,0,0,1,1,1,1,0,2,3,2,1,2,1,2,0,0
E00042347,4,5,1,0,2,6,2,5,0,3,1,3,5,2,7,2,5,6,5,3,4,2,6,2,4,0,5,4,6,2,3,4,4,6,7,2,4,2,4,2,3,3,4,2,1,3,3,6,8,6,5,4,8,2,3,3,6,1,3,0,3,8,2,5,3,3,3,2,0,3,8,2,4,4,4,3,0,0,2,2,2,0,3,1,1,0,0,3,0,2,1
E00042324,5,5,7,7,2,2,2,4,4,1,2,3,1,1,3,2,4,8,4,5,3,4,7,1,3,10,3,2,2,4,4,6,4,4,4,5,1,2,3,3,3,3,0,4,5,3,2,1,3,7,5,6,2,7,6,4,6,6,3,5,5,2,4,3,3,3,6,6,2,7,6,10,5,5,1,4,0,0,1,2,3,3,3,1,0,1,2,3,2,2,1
E00042329,5,2,4,8,4,0,0,2,3,1,0,0,1,4,1,2,3,2,3,1,3,5,1,1,2,3,4,9,5,4,2,0,2,2,1,0,3,3,2,5,2,1,2,3,2,3,3,3,3,3,6,8,4,2,4,2,0,3,4,5,3,3,2,3,3,5,1,4,1,1,3,6,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
E00042330,2,1,1,6,3,3,1,1,3,1,0,4,6,1,0,2,0,1,2,0,6,2,4,2,3,6,8,6,2,4,3,7,4,2,1,3,2,3,4,3,0,2,3,0,3,5,5,1,1,4,1,6,5,1,2,2,3,2,2,1,2,0,1,1,0,1,1,0,0,1,1,2,3,1,1,1,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0
E00042334,3,4,4,2,9,0,5,3,4,5,5,7,7,4,2,3,7,6,2,3,8,2,3,2,4,5,0,3,4,7,2,4,5,2,1,7,6,6,0,3,3,0,5,3,4,0,4,6,6,3,5,3,5,5,8,7,2,3,7,2,2,6,3,3,3,5,0,3,2,2,2,3,1,0,6,0,2,2,2,1,0,0,1,1,1,2,0,2,1,1,1
E00042335,9,4,2,2,2,3,4,2,2,0,3,5,6,3,4,2,1,3,6,2,3,2,5,0,1,7,5,8,2,2,3,2,3,1,2,2,4,3,5,6,1,4,2,4,2,5,2,6,3,4,6,2,4,4,2,5,7,4,2,4,4,4,5,1,4,4,1,3,8,1,3,6,2,1,1,1,3,1,2,0,1,2,1,1,0,1,0,2,1,0,3
E00042336,5,7,3,3,7,2,1,2,2,1,2,0,1,2,1,0,0,1,0,1,7,2,1,1,2,4,8,4,1,5,3,7,1,0,4,1,2,2,1,1,1,2,2,0,3,1,2,2,5,3,1,4,6,1,1,5,4,5,2,2,5,5,3,3,2,1,3,3,2,2,3,3,1,1,0,0,3,1,6,0,1,1,3,4,1,1,0,2,2,2,1
E00042325,9,7,3,5,3,2,2,4,7,2,5,5,3,6,2,2,14,10,4,8,5,1,1,1,3,1,4,5,7,3,4,6,6,3,6,4,5,2,7,4,3,5,2,5,5,5,3,4,5,0,2,4,4,6,4,4,5,4,4,5,5,6,3,5,4,5,3,1,2,2,1,2,0,2,2,3,1,1,1,1,0,0,1,2,0,0,0,2,1,0,3
E00042340,6,5,4,5,4,1,8,2,3,1,5,5,3,5,3,18,6,17,11,13,1,5,2,1,0,4,6,0,6,3,3,0,8,3,4,3,1,3,3,4,4,5,2,5,6,3,5,7,9,6,8,3,9,7,4,3,2,5,3,4,4,4,4,2,1,3,4,4,0,10,1,3,4,0,0,1,2,1,0,0,4,2,0,1,2,0,1,0,1,0,0
E00042344,0,3,1,0,0,3,1,1,1,2,0,1,2,1,1,2,3,0,0,1,2,0,1,1,2,0,3,3,4,4,2,5,2,5,3,1,3,3,2,4,1,1,3,1,2,0,0,0,1,0,1,2,0,3,2,6,0,2,5,6,6,4,6,1,1,0,1,0,0,3,2,1,1,1,3,0,1,1,1,0,0,3,3,3,0,3,0,2,0,2,1
E00175596,6,5,7,7,6,8,5,4,6,3,8,3,13,1,4,9,12,10,12,3,1,1,3,1,2,7,4,3,1,4,6,3,3,3,4,3,5,3,4,7,6,2,8,2,6,6,6,4,9,4,6,4,6,6,3,2,8,4,1,6,1,0,2,4,2,0,1,2,1,1,2,2,0,1,2,0,0,1,1,1,2,1,2,1,0,0,1,1,0,0,0
E00175598,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,43,256,53,28,9,10,12,23,18,27,37,31,32,11,8,7,4,2,5,1,1,1,3,2,1,1,1,4,3,2,2,1,2,1,2,1,0,1,0,0,0,0,2,0,1,1,0,1,1,0,0,1,1,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
E00042323,1,3,3,2,0,5,8,4,6,2,2,3,3,4,5,8,6,2,3,2,1,3,2,3,3,2,2,4,6,3,2,4,4,4,2,5,3,6,7,2,3,4,4,5,2,3,6,10,4,1,7,4,5,5,5,8,5,4,2,9,9,3,4,5,2,2,2,1,2,0,2,2,1,1,1,3,2,0,2,1,5,0,3,0,1,1,0,1,4,0,2
E00042339,5,1,3,4,2,3,2,5,2,4,1,5,2,2,3,2,3,1,2,2,1,8,4,1,4,4,1,5,0,2,5,5,1,2,2,1,1,3,2,1,1,2,4,3,5,1,7,4,4,3,4,5,5,1,4,9,7,3,7,4,7,5,4,3,10,4,3,4,3,8,5,7,2,2,3,6,5,1,2,4,3,4,2,1,3,3,2,4,0,3,5
E00042349,6,7,3,11,13,10,7,11,7,6,7,10,9,6,9,6,8,9,5,4,10,5,0,3,4,2,4,7,4,4,2,2,6,2,11,4,13,6,6,7,6,5,6,5,6,4,4,4,6,6,8,6,6,4,8,11,3,4,3,7,1,6,7,4,3,6,1,9,3,5,4,2,1,1,0,1,3,1,2,1,0,3,4,0,3,2,1,0,1,1,3
E00042350,1,3,6,7,2,10,5,7,4,9,5,9,3,9,2,8,7,8,12,6,11,13,11,6,3,8,5,5,6,5,1,2,2,2,4,0,5,2,3,10,6,5,7,6,6,6,7,9,4,7,5,8,3,3,8,4,6,6,3,5,3,1,2,7,7,6,4,3,1,6,8,4,3,3,1,5,4,0,2,4,2,3,3,2,6,4,1,1,1,1,5
E00042345,3,8,5,2,8,3,4,4,3,5,5,7,4,7,4,3,7,3,3,0,5,6,4,2,3,1,5,4,2,6,2,4,2,5,1,3,4,3,7,3,3,5,4,4,1,2,2,5,2,6,6,2,6,4,8,7,6,5,1,2,2,1,3,3,1,1,1,0,4,2,1,1,0,0,3,4,0,2,0,3,0,1,3,4,6,1,1,0,0,2,1
E00042348,4,5,5,7,5,2,3,6,2,5,5,7,8,3,3,4,4,7,4,5,5,4,3,4,4,4,7,3,2,9,2,7,9,2,6,4,2,5,3,2,2,2,3,5,4,3,4,6,4,3,6,2,2,3,2,1,5,5,3,2,3,5,2,3,3,2,3,1,0,3,0,7,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1
E00042351,5,1,5,3,4,4,1,1,6,3,4,6,5,3,2,7,6,4,3,1,8,4,2,5,2,3,3,4,5,4,4,4,6,9,4,1,5,1,2,3,0,4,3,1,2,3,2,1,4,0,5,6,8,7,7,7,5,14,3,5,3,1,1,4,2,4,1,0,1,2,1,3,2,1,2,0,0,1,3,0,1,3,1,1,0,1,1,1,3,5,0
E00042352,3,5,4,3,3,2,6,7,4,3,4,10,6,5,6,8,6,4,6,2,4,5,1,4,3,3,3,5,4,0,4,4,5,3,1,1,5,0,4,6,4,2,2,2,5,4,3,6,1,2,4,4,2,5,3,6,3,2,2,5,3,5,0,3,0,3,1,3,2,2,3,4,0,5,2,2,3,1,3,3,2,1,1,2,0,0,1,1,0,0,1
E00042354,5,5,4,5,3,5,12,6,9,2,7,7,6,1,4,7,5,4,3,6,6,5,3,4,4,4,6,5,6,7,2,5,5,6,4,5,6,5,7,4,3,3,5,7,4,2,3,2,9,3,3,3,4,3,2,7,2,2,2,1,3,0,3,3,3,7,3,3,1,0,2,1,1,3,2,3,4,0,0,2,1,1,0,0,1,1,4,0,1,0,0
E00042355,8,5,6,9,7,7,8,12,13,10,7,12,6,10,10,4,10,8,7,4,3,7,4,4,2,6,3,8,5,12,6,4,6,7,7,7,5,5,9,6,7,6,5,6,7,6,3,8,2,11,6,3,2,4,3,3,2,3,6,3,1,2,3,4,2,1,4,1,1,0,3,0,1,3,1,2,2,0,3,1,1,1,1,0,0,0,1,0,0,1,3
E00042356,3,14,7,7,7,17,11,11,7,16,10,7,6,10,9,5,13,8,6,3,7,5,9,5,3,3,7,8,15,9,10,7,7,5,11,14,9,6,7,9,4,3,7,6,7,2,5,3,9,6,3,3,4,6,3,2,5,3,4,8,2,5,2,2,2,2,0,4,0,5,2,2,1,1,1,3,4,3,1,2,0,2,0,2,0,0,0,1,0,0,1
E00042357,5,8,8,7,11,9,15,12,14,16,8,8,4,15,5,15,9,11,8,9,8,10,10,6,4,10,15,7,12,6,8,6,9,9,7,10,10,4,8,11,8,6,10,6,6,7,7,2,4,10,3,3,3,6,7,3,3,6,5,10,2,6,3,2,1,5,2,1,5,0,0,1,1,2,1,3,1,0,2,4,1,1,2,0,1,0,0,0,1,1,2
E00042327,3,1,4,1,0,5,1,5,4,0,0,4,1,3,4,1,5,0,4,4,6,6,2,0,0,5,2,1,1,3,1,2,6,3,4,4,6,3,2,3,1,2,4,3,5,3,3,2,4,5,4,7,4,2,5,6,2,5,5,4,5,2,0,2,1,5,7,3,1,1,5,4,1,4,1,6,2,0,2,2,2,0,1,1,0,0,1,0,0,1,4
E00042331,2,0,1,2,4,2,3,0,4,2,2,2,7,2,4,3,3,2,2,1,0,3,1,2,2,1,0,3,1,1,0,3,1,4,3,2,6,3,1,1,1,3,2,2,4,1,2,4,3,2,2,1,3,2,2,7,2,2,0,3,3,3,2,2,0,1,1,2,2,2,4,5,1,0,0,1,2,4,2,2,0,0,0,2,0,0,0,0,0,0,2
E00042332,4,7,8,7,7,11,5,7,7,6,5,9,7,10,5,6,11,5,6,5,7,9,2,7,4,11,6,14,7,2,8,5,10,3,6,11,9,6,2,6,6,9,10,7,8,7,12,6,13,6,5,15,6,13,7,14,7,9,4,4,5,8,5,3,4,5,4,4,6,3,4,1,2,2,1,1,1,2,2,3,1,1,0,2,0,1,1,1,0,0,0
