oa11cd,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00042071,1,3,2,2,4,3,3,0,2,2,1,2,4,2,3,3,2,0,2,3,0,2,3,2,4,4,3,3,4,6,0,2,0,3,3,2,1,2,6,3,4,2,2,3,1,4,4,2,3,3,1,1,3,1,4,5,3,3,4,6,6,5,4,3,8,3,2,7,4,4,3,6,3,3,2,3,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0
E00042078,2,2,2,4,1,5,3,0,2,2,2,4,3,3,4,2,3,2,2,2,5,3,2,3,0,8,3,4,4,5,3,2,4,2,2,2,2,3,6,4,6,1,4,0,3,4,3,8,1,3,3,6,3,4,4,3,2,4,3,5,5,3,3,4,0,6,3,3,1,2,4,5,0,1,2,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0
E00042092,3,6,2,8,0,2,3,3,1,1,1,2,3,2,0,1,6,5,2,4,6,4,9,2,3,1,4,9,5,2,2,4,5,4,2,2,4,4,6,3,8,2,2,6,3,4,4,1,1,3,10,5,7,5,5,1,4,4,3,2,4,4,7,3,3,3,1,7,5,2,4,3,8,1,2,3,4,1,0,2,1,1,1,2,0,0,0,0,0,0,0
E00042067,2,4,1,2,4,5,5,3,6,7,1,8,5,0,6,7,2,3,2,5,2,2,1,2,2,4,2,3,3,4,5,6,3,4,3,4,2,3,0,13,8,0,2,1,9,4,1,8,7,1,4,2,5,5,3,4,6,3,9,2,7,5,6,8,8,2,0,3,4,5,4,4,2,4,3,2,2,1,3,1,1,3,1,0,0,2,2,1,1,0,0
E00042068,2,5,3,4,3,3,4,3,6,2,5,5,4,5,4,4,3,3,1,1,1,4,2,2,2,4,7,3,5,2,5,5,3,5,3,5,5,3,10,3,5,1,3,2,1,3,4,3,2,5,5,0,2,2,2,2,7,6,4,5,7,2,4,4,6,5,2,8,6,1,6,3,4,3,1,3,1,2,2,0,1,0,2,0,0,0,0,0,1,0,0
E00042082,1,2,2,1,1,1,6,0,3,4,6,6,4,6,0,1,0,3,2,1,2,0,4,3,3,2,4,7,0,5,4,4,2,3,0,3,2,4,4,4,3,1,1,2,0,3,5,5,4,4,4,0,3,3,3,3,3,3,2,4,6,12,7,7,11,4,4,6,4,5,4,2,2,3,1,1,3,4,3,2,0,2,1,1,3,4,0,3,6,1,10
E00042083,0,2,2,5,1,5,6,3,5,5,5,3,2,3,3,2,6,3,4,4,2,0,2,0,2,5,4,5,4,5,5,2,2,5,3,0,2,2,2,4,2,1,3,3,4,3,5,7,1,3,1,3,5,5,5,3,5,2,8,4,6,5,7,3,5,5,6,3,7,7,9,3,3,3,3,7,1,0,1,1,0,0,1,1,0,1,0,1,0,5,0
E00042084,3,0,0,2,7,0,1,4,2,0,3,1,1,0,3,0,2,1,0,3,0,1,1,0,1,1,5,5,4,1,3,2,3,3,8,4,2,1,4,6,5,1,1,1,1,4,1,4,1,1,1,1,4,2,3,4,1,4,4,6,4,3,6,2,5,5,6,3,1,2,2,2,1,2,0,2,3,1,2,2,2,1,3,1,0,0,1,0,0,0,0
E00042072,2,3,6,6,3,4,4,7,3,4,4,7,3,3,5,4,4,3,4,7,5,5,3,5,5,3,0,3,4,5,5,6,5,3,3,1,2,2,3,1,2,2,6,4,4,2,4,5,5,7,2,4,2,7,3,3,6,0,8,4,1,5,0,3,5,5,1,2,5,6,3,4,4,0,1,1,3,2,0,3,0,2,0,2,1,1,1,1,0,1,0
E00042073,10,8,7,7,8,4,9,16,7,11,6,6,4,3,7,4,7,2,6,7,8,5,5,6,3,7,6,8,6,6,7,4,6,5,4,3,6,2,2,2,4,3,5,2,3,1,1,3,5,4,1,4,7,2,3,12,5,4,5,3,2,4,2,2,3,2,1,1,2,2,2,1,3,1,1,3,0,1,1,1,0,1,2,0,2,1,0,0,0,0,2
E00042074,1,3,4,8,4,4,7,6,7,1,5,8,5,3,5,4,7,4,4,5,3,5,4,4,1,1,0,3,2,1,3,4,5,3,2,3,8,3,1,2,2,2,2,3,1,2,3,5,1,3,5,3,5,3,4,3,2,3,2,1,0,1,1,1,2,0,6,3,3,1,2,1,3,0,0,1,1,0,0,1,2,2,0,2,0,0,0,0,1,0,2
E00042075,4,7,8,8,11,11,9,2,13,5,15,19,5,9,10,3,9,7,5,6,5,4,2,3,3,5,7,4,3,3,6,3,3,5,6,7,4,7,4,4,4,4,5,1,5,7,2,9,3,4,8,4,5,5,5,5,3,3,2,4,2,4,2,4,2,1,0,1,2,2,2,0,2,2,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2
E00042076,4,8,5,3,7,6,4,6,9,7,3,6,8,9,3,6,8,3,7,6,10,5,6,3,2,5,5,4,6,5,4,4,6,5,3,4,5,4,3,6,2,4,1,4,2,4,7,0,3,2,11,3,2,3,3,7,3,1,1,3,5,3,2,1,1,1,4,4,0,0,2,4,0,5,1,1,1,3,3,2,1,2,2,4,1,1,1,1,0,1,1
E00042077,2,1,1,0,3,2,1,3,1,5,1,0,2,1,1,1,2,4,1,3,2,1,2,2,2,2,6,1,3,5,1,1,1,1,4,2,2,2,0,1,1,1,3,3,3,2,2,1,3,3,5,1,1,5,3,8,3,5,3,6,8,2,5,4,1,2,3,1,2,4,4,2,3,2,4,5,0,1,1,2,1,2,1,0,1,2,2,0,0,0,1
E00042079,3,3,1,0,3,1,1,1,4,0,1,2,0,0,1,3,2,1,1,4,2,4,2,1,2,5,5,1,6,6,7,0,3,2,0,1,4,1,1,2,2,1,5,3,4,1,3,2,4,2,5,5,4,1,0,4,0,3,6,8,5,3,3,2,4,2,4,3,8,4,4,1,3,4,1,3,3,1,3,2,1,4,1,0,1,3,2,0,2,0,0
E00042080,6,1,3,4,4,3,3,3,0,0,0,0,4,1,1,3,4,2,1,5,4,6,2,0,0,6,2,3,5,4,3,2,4,1,1,3,1,2,1,3,2,1,2,0,2,0,1,1,5,6,2,4,3,1,2,9,4,8,6,5,1,6,3,1,4,3,1,1,1,8,2,2,6,4,4,4,4,1,2,2,2,1,3,2,1,3,2,0,0,0,3
E00042093,3,4,2,1,4,1,1,4,2,1,3,1,3,2,3,1,0,0,0,2,0,1,1,2,1,2,1,1,4,4,4,0,3,4,3,1,3,2,2,1,3,1,1,1,3,4,1,4,1,1,5,2,4,3,8,1,4,3,3,2,8,1,2,6,4,4,2,5,4,3,5,7,2,2,2,3,2,2,3,0,2,1,4,2,2,0,0,0,2,0,1
E00042094,1,2,3,1,0,1,3,2,1,0,3,0,0,1,2,1,1,2,0,0,1,0,2,1,0,3,2,4,3,2,0,4,1,1,0,0,2,2,4,1,1,3,3,3,0,3,0,2,5,0,3,1,3,1,3,6,4,2,2,4,2,4,8,6,2,1,6,4,3,8,2,6,2,4,1,1,2,3,0,0,0,1,0,0,0,0,5,4,0,3,1
E00042096,1,2,2,2,1,1,1,1,0,1,2,4,1,1,1,1,2,3,1,2,1,1,1,1,2,3,0,3,4,4,3,5,0,1,2,0,2,4,4,2,0,1,5,3,2,2,0,0,2,3,4,3,4,3,1,8,2,4,5,3,0,6,2,10,3,7,3,6,3,5,6,3,2,0,6,2,7,2,3,0,4,1,2,1,3,0,1,0,1,0,4
E00042090,5,5,5,5,6,5,2,4,6,4,0,5,5,3,3,7,6,5,2,6,6,0,4,1,5,4,5,4,3,1,3,5,5,4,3,4,2,2,1,6,4,2,5,2,2,3,4,3,4,2,4,3,6,3,1,1,5,4,8,6,0,2,5,5,3,1,1,1,3,2,7,3,5,0,5,1,1,3,5,0,1,1,2,0,0,3,1,0,2,0,4
E00042101,7,10,7,11,7,6,1,4,5,4,3,4,3,2,3,4,2,0,1,5,4,3,4,3,9,7,15,15,11,12,5,7,9,7,8,3,6,5,6,6,1,3,0,3,6,2,5,4,2,2,2,2,0,0,2,4,8,8,6,1,6,5,6,2,3,9,4,2,3,2,8,4,5,3,2,0,5,0,5,0,1,1,0,2,2,1,0,1,2,1,6
E00042103,3,2,3,5,7,5,5,5,6,7,6,4,3,4,5,3,5,5,6,7,3,3,3,1,3,3,2,8,8,7,12,5,8,6,6,3,1,3,0,2,4,2,7,3,2,2,7,6,2,2,1,4,4,4,6,11,8,12,3,5,9,9,5,4,7,2,2,5,3,0,4,3,2,7,3,3,3,0,2,1,3,0,1,1,1,0,0,2,0,4,1
E00042106,10,7,5,1,8,6,6,6,5,6,3,8,8,14,7,11,5,10,6,8,4,4,7,3,3,6,3,4,5,5,6,3,2,5,5,4,3,7,7,2,2,2,1,7,1,5,3,7,8,4,5,2,1,3,3,13,4,4,5,2,4,4,2,0,2,3,2,2,2,1,0,4,4,2,2,1,1,2,1,3,1,2,1,0,0,2,0,2,0,0,0
E00175592,6,2,4,5,6,1,5,3,6,6,3,4,5,6,5,0,4,1,3,1,2,1,1,1,2,1,5,2,3,4,7,6,6,6,7,6,6,2,4,3,2,4,3,6,4,7,3,5,6,6,5,5,3,3,5,9,15,8,5,6,3,4,5,6,4,6,3,4,6,5,4,1,3,4,1,6,3,1,1,3,6,3,2,2,2,0,0,1,0,1,1
E00042081,19,15,21,21,15,10,28,16,15,16,13,16,10,13,9,6,4,10,9,10,6,8,7,11,12,14,19,20,10,15,18,11,7,21,5,19,6,10,11,14,11,7,5,11,8,7,10,11,11,11,9,12,9,10,11,4,7,8,9,9,11,7,4,8,7,6,3,5,2,2,2,3,3,2,0,1,1,0,0,1,1,0,0,1,1,0,0,3,0,0,1
E00042095,8,2,1,4,1,4,3,4,3,6,2,3,1,4,1,2,1,3,3,1,3,2,0,0,1,3,1,4,3,6,5,3,3,2,2,3,6,5,3,1,3,2,2,1,3,4,5,2,4,5,2,5,2,2,6,2,3,3,3,2,3,4,4,3,8,3,2,1,4,3,1,3,2,6,1,1,3,3,8,3,3,2,1,0,1,1,2,2,1,0,2
E00042097,2,3,2,1,4,2,1,4,2,3,7,2,3,5,4,3,2,1,3,1,2,4,2,4,3,8,2,2,2,4,1,4,3,2,5,6,3,4,1,2,1,0,2,5,9,2,5,7,5,3,3,1,4,6,2,5,2,5,4,7,3,3,4,4,3,3,11,7,1,5,3,4,10,4,1,3,3,5,2,7,7,3,4,3,3,2,4,3,1,0,9
E00042099,2,3,1,2,1,4,8,4,3,8,7,3,7,3,5,5,4,7,3,5,9,6,4,2,3,4,3,6,4,4,2,6,7,6,3,2,1,5,2,4,7,0,2,3,5,3,5,1,4,2,5,3,3,2,2,6,2,4,3,5,3,5,4,6,2,2,0,1,3,0,2,2,1,4,4,1,2,0,2,2,4,4,0,1,1,1,0,0,2,1,1
E00042085,0,2,3,1,0,1,2,3,3,2,2,2,6,5,3,1,2,1,3,3,1,3,2,2,0,1,1,0,0,4,2,1,1,3,2,4,4,3,1,1,4,3,2,2,5,4,1,2,3,2,2,2,6,2,7,6,1,3,0,4,2,5,5,2,3,5,2,2,2,1,1,6,1,4,3,4,1,1,1,2,2,4,2,2,1,1,0,0,0,0,10
E00042086,5,3,5,7,2,8,6,7,3,4,2,2,9,4,3,5,4,8,7,8,7,11,4,3,3,2,3,3,2,3,5,5,5,2,5,5,4,3,4,1,3,3,2,4,4,5,5,2,7,2,7,4,7,7,5,4,4,1,7,5,4,1,1,2,5,4,4,7,5,2,8,1,5,3,0,2,2,1,1,4,0,1,2,0,0,2,0,0,0,0,1
E00042091,4,3,5,6,4,7,7,7,6,7,3,6,10,9,8,5,4,7,6,8,5,2,2,3,5,4,1,4,3,3,5,3,4,3,2,7,4,7,9,5,2,1,4,2,4,6,7,4,8,4,3,5,3,5,4,3,4,4,6,2,5,4,3,3,2,3,0,4,2,3,5,4,6,3,0,1,0,0,1,1,1,1,0,1,3,0,0,1,0,0,0
E00042102,3,4,2,4,8,5,14,9,7,18,9,7,8,13,8,7,10,6,5,9,5,3,5,4,3,7,3,3,2,7,7,5,2,5,4,2,10,10,7,5,3,5,1,5,10,3,4,6,4,7,12,7,9,6,8,4,5,2,3,1,1,1,4,4,4,1,2,1,5,3,2,4,2,2,0,2,1,1,0,1,1,1,2,2,0,0,0,1,2,0,1
E00042087,4,7,5,6,8,8,9,5,5,11,7,2,4,3,6,2,6,1,2,3,1,8,3,2,5,5,5,7,7,1,2,4,6,4,7,3,5,4,4,6,3,1,7,3,7,4,4,5,5,4,1,3,3,3,2,2,1,3,3,2,1,3,1,1,5,3,4,3,3,0,1,0,1,1,2,5,2,1,0,1,1,0,1,0,1,0,0,1,0,0,0
E00042088,7,5,5,5,4,8,1,4,6,7,3,4,3,8,6,3,1,4,2,1,1,4,1,1,5,4,6,3,8,4,7,8,5,7,2,5,7,4,8,8,8,2,7,4,3,3,2,2,6,3,5,3,4,6,4,3,4,1,7,7,4,0,6,3,2,3,1,1,2,6,0,0,4,0,1,2,4,0,0,1,0,1,2,0,0,0,1,0,0,1,5
E00042089,0,0,2,1,0,0,2,1,1,2,1,2,1,2,0,4,0,3,2,1,3,0,2,1,1,3,3,1,0,3,1,2,1,1,2,2,1,1,1,1,1,2,3,2,3,2,0,4,3,2,3,2,1,3,0,2,1,3,5,3,3,4,1,4,2,1,4,2,1,5,5,8,1,1,2,3,2,2,3,1,3,1,0,1,0,2,0,2,1,1,0
E00042100,0,3,4,4,4,2,5,3,6,2,4,2,0,3,3,2,3,6,1,1,1,0,5,0,1,3,5,6,3,3,1,1,8,1,4,6,0,1,2,5,4,5,1,3,8,2,5,5,6,4,3,2,1,1,2,3,3,4,4,8,1,6,2,5,0,5,1,6,6,5,1,4,2,5,1,2,3,3,3,2,1,3,3,0,1,1,0,2,2,0,15
E00042104,9,11,13,6,6,11,13,13,12,16,10,17,12,9,8,10,11,7,12,11,9,4,10,6,10,13,16,12,10,11,13,8,13,3,8,10,16,8,10,7,10,6,8,14,8,8,3,7,11,9,8,6,8,5,5,8,6,3,2,10,5,5,4,9,8,3,7,3,4,6,2,1,2,2,0,2,4,3,1,3,3,3,0,2,0,1,0,0,2,0,1
E00042110,1,5,1,0,1,5,1,2,1,0,0,3,1,1,6,0,2,2,1,3,7,4,11,4,4,3,7,7,6,7,7,3,4,4,2,2,2,3,1,4,2,0,5,4,6,2,4,3,4,0,6,3,3,7,2,2,5,1,2,3,4,3,3,3,7,1,2,0,0,1,0,1,1,0,3,0,1,0,0,0,2,2,0,0,1,1,1,0,0,0,0
E00042117,3,1,2,0,0,0,2,0,0,4,2,0,1,0,1,0,1,0,0,2,5,4,3,5,2,8,7,14,15,5,8,8,5,6,5,3,4,0,2,2,3,4,2,3,1,0,3,6,5,2,7,5,2,1,4,4,5,0,4,1,1,2,2,2,2,1,1,5,3,2,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
E00042120,7,5,8,5,7,5,7,8,3,5,7,6,6,2,2,2,5,3,5,3,4,5,4,7,3,10,4,2,9,11,3,3,5,9,3,3,4,4,2,5,2,5,4,4,5,4,3,1,4,1,9,5,8,3,4,2,5,5,2,4,3,3,4,2,1,2,2,1,2,0,1,5,1,2,2,3,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0
E00042121,2,2,2,2,2,1,0,4,4,4,1,1,0,5,6,4,2,2,4,3,6,9,3,5,2,4,9,8,10,3,4,3,7,3,2,2,2,3,6,2,1,4,2,6,2,6,8,1,5,3,7,6,0,2,6,1,1,3,6,3,6,6,4,4,6,2,2,4,1,2,3,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
E00042122,6,8,2,2,3,1,0,3,5,5,0,5,5,9,6,1,3,1,2,3,11,8,12,3,4,5,3,7,7,7,7,4,5,9,6,3,2,3,4,4,0,2,5,3,1,4,2,5,2,4,2,4,4,3,3,1,2,6,2,5,0,5,8,3,3,1,0,1,3,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
E00042123,1,1,2,2,1,2,0,1,0,1,2,4,1,0,1,1,2,0,1,0,0,4,2,1,2,6,5,6,13,5,4,7,7,5,2,2,2,4,7,1,5,2,3,4,5,1,5,3,1,2,2,2,5,5,2,2,4,3,1,5,3,1,2,2,2,5,5,1,4,1,2,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
E00042124,3,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,6,7,3,9,4,6,3,4,9,5,2,8,6,1,2,2,1,3,2,0,0,3,3,1,7,3,2,1,1,5,5,3,5,2,4,3,4,3,3,0,1,2,1,3,4,2,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
E00042109,3,2,5,2,3,2,1,4,6,4,0,3,0,1,1,1,3,1,1,0,4,1,3,2,1,4,4,5,6,4,2,6,1,4,3,1,5,4,1,3,3,2,0,2,3,2,3,1,0,4,5,1,4,2,3,4,5,7,3,1,6,6,4,2,4,1,4,4,3,3,8,2,4,1,1,4,4,5,2,6,4,1,0,5,0,0,1,1,0,1,4
E00042116,3,3,4,6,3,0,3,2,1,1,1,3,4,3,2,0,3,4,5,2,1,2,1,2,3,2,1,5,6,4,8,6,4,4,7,2,5,7,5,6,3,4,3,4,5,1,4,1,4,3,6,3,5,5,3,8,1,9,8,3,5,7,5,3,5,7,2,3,2,1,1,4,3,2,4,0,0,0,1,1,2,1,1,1,0,1,2,0,0,0,0
